Title,Location,Company,Salary,Advert Date
Sustainability & Energy Analyst,Worcester,Mattinson Partnership,"£20,000 - £22,000 a year",16/3/2021
Research Analyst,Worcester,Hewett Recruitment,"£45,000 - £50,000 a year",29/5/2021
Finance Analyst,Worcester,Page Personnel - UK,"£25,000 - £32,000 a year",3/4/2021
Business Analyst,Worcester,Data Careers Ltd,,May 2021
Data Integration Engineer,Worcester,Atkins,,10/4/2021
Big Data Analyst,Malvern,QinetiQ,,May 2021
".NET Developer, C#, .NET Core, Angular 6, Web API 2 - Worces...",,Noir Consulting,"£35,000 - £50,000 a year",April 2021
Software Engineer - Data Integration,Worcester,Atkins,,13/4/2021
Senior Development Scientist,Malvern,Hewett Recruitment,,6/5/2021
Senior Developer,Malvern,Txtlocal,,April 2021
Lead Java Developer- Worcester,Worcester,Hewett Recruitment,"£45,000 - £55,000 a year",May 2021
Data Management Analyst,,Funds-Axis Limited,"£20,000 a year",22/4/2021
Risk & Compliance Analyst,,Funds-Axis Limited,"£21,000 - £26,000 a year",May 2021
Junior Data Analyst,Belfast,PwC,,31/5/2021
Data Analyst (12 months),Belfast,Honeycomb,£16 an hour,
Agri Data Analyst - GenStat,Belfast,Honeycomb,£16 an hour,31/5/2021
SAS Data Analyst,Belfast,Celerion,,April 2021
Equities Data Science Senior Analyst,Belfast,CITI,,5/5/2021
Junior Data Analyst,Belfast,Vox Financial Partners,,8/5/2021
Data Management Analyst,Belfast,Funds-Axis Limited,"£20,000 a year",20/3/2021
Reference Data Management Analyst,Belfast,CITI,,12/3/2021
GIS Technician/ Analyst,Belfast,Fibrus,,7/4/2021
GenStat Data Analyst,Belfast,VANRATH,£15 - £16 an hour,9/3/2021
Clearing Deliveries & Risk Analyst,,CME Group,,27/5/2021
"Data Analyst, Advisory, EY UK&I Delivery Centre - Belfast",Belfast,EY,,6/5/2021
Market Data Ordering Analyst,Belfast,CITI,,16/4/2021
Market Data Business Analyst,Belfast,CITI,,19/4/2021
Data Analyst,Belfast,Morgan McKinley,£15.03 an hour,March 2021
Higher Scientific Officer/Data Analyst,Belfast,VANRATH,£15 - £16 an hour,4/5/2021
Graduate Analyst,Belfast,Vox Financial Partners,,March 2021
Regulatory Reporting Analyst,Belfast,Danske Bank,"£28,254 - £44,142 a year",12/5/2021
Data Scientist,Belfast,CITI,,April 2021
Data Quality - Senior Business Data Analyst,Belfast,CITI,,May 2021
Risk & Compliance Analyst,Belfast,Funds-Axis Limited,"£21,000 - £26,000 a year",April 2021
Business Analyst,,Lynn Recruitment,"£25,000 a year",March 2021
Cyber Defence Engineer - Operations,,CME Group,,8/3/2021
Data Analyst,Belfast,VANRATH,,March 2021
Reporting Analyst (Graduate Opportunity),Belfast,Baker McKenzie,,April 2021
AI Algorithm Validation Analyst,Belfast,Philips,,2/5/2021
Business Analyst,Belfast,CITI,,8/3/2021
KYC Analyst,Belfast,CITI,,19/5/2021
Equities Data Business Analyst- VP,Belfast,CITI,,19/3/2021
Reporting Analyst,Belfast,Brightwater Recruitment,,15/5/2021
Velocity Service Desk Analyst,Belfast,CITI,,16/4/2021
Quality Analyst,Belfast,"Applied Systems, Inc.",,12/5/2021
Information Security Analyst,Belfast,PwC,,May 2021
Cyber Defense Analyst - Forensics & Response,,CME Group,,
Business Analyst,Belfast,Version 1,,April 2021
Data Privacy Senior Analyst,Belfast,CITI,,3/5/2021
Senior Data Scientist,Belfast,CITI,,27/3/2021
QA Analyst,Belfast,Expleo,,May 2021
Senior Data Analyst,Belfast,CITI,,May 2021
Energy Business Analyst,Belfast,Evermore Energy,,19/5/2021
"Senior Analyst, Customer Experience Analytics",Belfast,Concentrix,,8/4/2021
Financial Planning & Analysis Analyst,Belfast,Pearson,,March 2021
IT Support Analyst,Belfast,Made to Engage,,29/3/2021
Funding Analyst,Belfast,CITI,,17/4/2021
IT Business Intmd Analyst,Belfast,CITI,,30/5/2021
Business Analyst,Belfast,Jobskey Consultancy,,April 2021
Asset Servicing Intmd Analyst,Belfast,CITI,,24/4/2021
Support Developer Analyst,Belfast,Equiniti,,
Data Privacy Officer,Belfast,CITI,,24/4/2021
Client Onboarding Analyst 1,Belfast,CITI,,3/5/2021
Regulatory Reporting Senior Analyst,Belfast,CITI,,13/3/2021
Business Analyst,Belfast,Atos,,
Security Analyst,Belfast,Anomali,,11/5/2021
Cyber Defense Analyst - Forensics & Response,Belfast,CME Group,,18/4/2021
KYC Compliance Analyst,Belfast,CITI,,23/3/2021
Financial Reporting Analyst,Belfast,VANRATH,"£25,000 - £35,000 a year",4/3/2021
Procurement Analyst,Belfast,VANRATH,"£25,000 - £35,000 a year",11/5/2021
Recruiter,Belfast,"Applied Systems, Inc.",,16/4/2021
Senior Financial Analyst,Belfast,Pearson,,May 2021
Technical Business Analyst,Belfast,PwC,,March 2021
Credit Analyst,Belfast,CITI,,March 2021
Cyber Defense Response Analyst,Belfast,CME Group,,May 2021
QRadar L3 Development Engineer,Belfast,IBM,,May 2021
KYC Analyst,Belfast,Morgan McKinley,"£20,000 - £40,000 a year",19/3/2021
Delivery Support Analyst,Belfast,RPS Group,,May 2021
Compliance Surveillance Analyst - Personal Trading & Outside...,Belfast,CITI,,7/5/2021
Reference Data Senior Business Analyst,Belfast,CITI,,14/3/2021
Compliance Surveillance Sr. Analyst,Belfast,CITI,,24/4/2021
Operational Regulatory Analyst,Belfast,CITI,,28/4/2021
Quality Assurance Analyst,Belfast,CITI,,March 2021
IT Business Analyst - Cross Border Data Coordination,Belfast,CITI,,18/5/2021
Compl Risk Mgmt Sr Analyst - Core Capabilities,Belfast,CITI,,3/4/2021
Legal Review Services Analyst,Belfast,Pinsent Masons,,1/4/2021
Payroll Analyst,Belfast,CITI,,2/3/2021
TIBCO Developer / Support Analyst,Belfast,Atos,,5/3/2021
"Security Analyst, Managed Services - APJ Shift",Belfast,Imperva,,
Financial Analyst,Belfast,La Fosse Associates,£300 - £400 a day,16/4/2021
Regulatory business analyst,Belfast,CITI,,24/3/2021
Field Marketing Specialist - EMEA,Belfast,Imperva,,6/5/2021
IT Business Intermediate Analyst - SMC,Belfast,CITI,,8/3/2021
Compliance Surveillance Intermediate Analyst,Belfast,CITI,,11/5/2021
Compliance Surveillance Analyst,Belfast,CITI,,April 2021
UX Designer,Belfast,IBM,,March 2021
Operational Risk Intmd Analyst,Belfast,CITI,,15/4/2021
Investment Banking Consultant,Belfast,Vox Financial Partners,,
QA Analyst,Belfast,REWARD,,April 2021
IT Business Intermediate Analyst,Belfast,CITI,,18/3/2021
Business Analyst (1year experience),Belfast,VANRATH,"£22,000 - £25,000 a year",22/5/2021
Cyber Defence Engineer - Operations,Belfast,CME Group,,
Compl Risk Mgmt Intl Anlst - Scorecards,Belfast,CITI,,May 2021
IT Business Sr Analyst,Belfast,CITI,,April 2021
Procurement Analyst (Global Company),Belfast,VANRATH,,March 2021
Information Security Analyst - French Speaking,Belfast,PwC,,
Graduate Opportunity (Belfast),Belfast,VANRATH,"£20,000 - £23,000 a year",2/5/2021
"Commercial & Procurement Analyst, Advisory, Belfast",Belfast,EY,,29/5/2021
Compliance Surveillance Intermediate Anslyst - EMEA Syndicat...,Belfast,CITI,,May 2021
Regulatory Reporting QA Analyst,Belfast,CITI,,26/5/2021
Automation Test Engineer,Belfast,CITI,,14/4/2021
C#/SQL Server Developer,Belfast,"Applied Systems, Inc.",,3/5/2021
Compliance Assurance Sr. Analyst - ICG,Belfast,CITI,,April 2021
Senior Business Analyst,Belfast,Apple Recruitment,"£28,000 - £32,000 a year",4/3/2021
Payroll Analyst,Belfast,Morgan McKinley,£10 an hour,22/4/2021
Graduate Software Developer,Belfast,"Applied Systems, Inc.",,April 2021
Clearing Deliveries & Risk Analyst,Belfast,CME Group,,0/3/2021
Procurement Analyst,Belfast,Abacus Professional Recruitment,,12/4/2021
Project Analyst,Belfast,Abacus Professional Recruitment,"£24,000 a year",21/5/2021
Compl Risk Mgmt Sr Analyst - Regulatory Inventory and Change...,Belfast,CITI,,24/5/2021
Ld IT Business Analyst,Belfast,CME Group,,18/4/2021
Reconciliation Specialist,Belfast,CME Group,,1/4/2021
Senior Financial Analyst,Belfast,GCS Recruitment Specialists Ltd,£300 - £350 a day,2/4/2021
"Commercial & Procurement Senior Analyst, Advisory, Belfast",Belfast,EY,,May 2021
Business Analyst,Belfast,Lynn Recruitment,"£25,000 a year",19/4/2021
Junior Software Developer,Belfast,"Applied Systems, Inc.",,April 2021
Compliance Risk Management Senior Analyst,Belfast,CITI,,2/5/2021
ICG O&T Cross-Asset Regulatory Risk & Control Analyst,Belfast,CITI,,21/3/2021
Application Support Analyst,Belfast,CME Group,,May 2021
Asset Servicing Analyst,Belfast,CITI,,20/3/2021
Reporting Analyst,Belfast,VANRATH,,27/5/2021
"Tech Lead - Security Analyst, Managed Services - APJ Shift",Belfast,Imperva,,1/5/2021
IT Business Lead Analyst,Belfast,CITI,,April 2021
Graduate Reporting Analyst – Belfast,Belfast,Hunter Savage,,14/4/2021
Finance Analyst,Belfast,VANRATH,,30/4/2021
Sr DevOps Engineer,Belfast,CITI,,March 2021
HR Systems Manager/Analyst,Belfast,Hunter Savage,,11/3/2021
Financial Reporting Analyst – Belfast,Belfast,Hunter Savage,,April 2021
Materials Planner - Caterpillar,Belfast,Grafton Recruitment,,9/3/2021
SQL DBA,Belfast,VANRATH,"£25,000 - £30,000 a year",1/3/2021
Project Manager (Procurement),Belfast,VANRATH,"£30,000 - £40,000 a year",19/4/2021
HR Transformation and Business Management Senior Analyst,Belfast,CITI,,19/5/2021
Test Manager,Belfast,VANRATH,£240 - £280 a day,7/5/2021
Actuarial Student,Belfast,Abacus Professional Recruitment,,30/5/2021
Developer,Belfast,CITI,,13/4/2021
Quality Assurance Analyst – Finance sector,Belfast,VANRATH,"£35,000 - £50,000 a year",May 2021
Test Lead,Belfast,VANRATH,"£35,000 - £42,000 a year",28/4/2021
ERP Analyst - Finance / Accounting experience welcome,Belfast,Equiniti,,April 2021
Senior Application/DBA Support Analyst,Belfast,VANRATH,,0/4/2021
QA Lead,Belfast,VANRATH,"£35,000 - £49,000 a year",
Senior Application Support Analyst (12 month FTC),Belfast,VANRATH,,22/4/2021
Applications Development Group Manager,Belfast,CITI,,16/4/2021
Compliance Assurance Senior Analyst,Belfast,CITI,,16/4/2021
"MANAGER LEGAL, EMPLOYMENT",Belfast,Herbert Smith Freehills,,
Senior Business Analyst,Belfast,CITI,,
Platform Implementation Lead,Belfast,PwC,,May 2021
Transaction Expense Analytics - Project Delivery Lead,Belfast,CITI,,25/5/2021
Senior Java Programmer - AVP,Belfast,CITI,,21/4/2021
Trade Surveillance Technology Senior Developer,Belfast,CITI,,2/4/2021
UX/User Experience Designer Consultant,Belfast,Syntax Consultancy Limited,£375 - £400 a day,14/4/2021
Senior Java Developer,Belfast,CITI,,1/5/2021
Principal Java/JS Developer,Belfast,CITI,,6/5/2021
Ld IT Business Analyst,,CME Group,,18/5/2021
Cyber Defense Response Analyst,,CME Group,,May 2021
Application Support Analyst,,CME Group,,April 2021
Data Analyst,,Allen Associates,"£40,000 - £45,000 a year",March 2021
Senior Insight Analyst - SQL& Python,,Metrica Recruitment,"£30,000 - £35,000 a year",March 2021
Senior Data Analyst - SQL,,Metrica Recruitment,"£45,000 - £55,000 a year",12/5/2021
Data Analyst and Systems Support,,Ultimate Activity Camps,"£19,000 - £21,000 a year",14/4/2021
Market Pricing Analyst,,Robert Half United Kingdom,"£25,000 - £30,000 a year",
Information Analyst,Oxford,Oxford University Hospitals NHS Foundation Trust,"£24,214 - £30,112 a year",6/4/2021
Data Analyst,Oxford,ONI,,March 2021
Data Analyst,Abingdon,Gigaclear,"£32,000 - £40,000 a year",16/3/2021
Systems Analyst,Oxford,University of Oxford,"£32,817 - £40,322 a year",26/5/2021
Resource Planning Analyst,Oxford,University of Oxford,"£41,526 - £49,553 a year",May 2021
Analyst Sales and Operations Planning,Oxford,Harley-Davidson,,May 2021
Senior Performance and Modelling Analyst,Oxford,Oxford Brookes University,"£31,866 a year",March 2021
Data Analyst,Didcot,The Horticultural Trades Association,"£25,000 a year",May 2021
Data Analyst / QC Technician,Oxford,OSR Recruitment,"£20,000 - £25,000 a year",May 2021
Data Analyst,Oxford,Pareto Law,"£18,000 - £23,000 a year",April 2021
Business Intelligence Analyst,,eBay Inc.,,April 2021
Business Analyst,,Achilles Information,"£42,000 - £55,000 a year",30/3/2021
QC Analyst I,Abingdon,Evotec,,0/4/2021
QC Analyst - Pharmaceuticals,Oxford,Mase Consulting Ltd,"£26,000 - £35,000 a year",April 2021
Data Analyst,Oxford,The People Network,"£60,000 - £70,000 a year",April 2021
Data Analyst,Didcot,AkzoNobel,"£30,000 a year",April 2021
Compliance Monitoring Analyst,Oxford,Oodle Finance,,23/5/2021
Client Facing Analyst,Oxford,Nielsen,,30/4/2021
Insight Analyst,Oxford,Oxford University Press,,May 2021
Financial Crime Analyst AML,Oxford,Oodle Finance,,
Finance Assistant,Oxford,University of Oxford,"£22,417 - £25,941 a year",20/3/2021
IT Security Analyst,Culham,CCFE,"£39,543 - £44,936 a year",April 2021
Lead Business Analyst,,Achilles Information,"£50,000 - £70,000 a year",March 2021
Data Analyst,Oxford,IntaPeople,£406 a day,May 2021
Data Analyst - Field Sales,Oxford,Pareto Law,"£26,000 - £47,000 a year",4/5/2021
Data Analysts,Oxford,Aspire Data Recruitment,"£25,000 - £30,000 a year",6/3/2021
Senior Business Analyst,Oxford,Health Education England,"£30,401 a year",11/5/2021
Junior Information Architect,Abingdon,Achilles Group Limited,,12/4/2021
Digital Marketing Analyst,Abingdon,MarkJames Search,"£26,000 - £32,000 a year",27/3/2021
"Research Analyst - Activation, Line & Price",Oxford,Nielsen,,27/3/2021
Junior Compliance Analyst (eCommunication Surveillance Team),Abingdon,Elevate Services,,28/3/2021
Senior Image Analyst (DXA),Oxford,Perspectum Diagnostics,"£33,000 - £38,000 a year",25/5/2021
Senior Business Analyst,Oxford,The Myers-Briggs Company,,20/3/2021
Business Intelligence Analyst / Developer,,Evolution Recruitment Solutions,,24/4/2021
Contract Data Analyst,Kidlington,Jenrick Group,£300 - £400 a day,14/5/2021
Master Data Analyst - ERP / Oracle,Oxfordshire,Whitehall Resources Ltd,,27/3/2021
Business Intelligence Analyst,Abingdon,eBay Inc.,,15/3/2021
Technical Professional - Data Visualisation and Analytics Sp...,Abingdon,Halliburton,,13/4/2021
Operations Analyst,Oxford,FIS Global,,
Sustainability Technical Analyst,Oxford,OSR Recruitment,"£28,000 - £32,000 a year",April 2021
Data Scientist / Software Developer,Abingdon,Tessella,,2/3/2021
Business Analyst,Abingdon,Achilles Information,"£42,000 - £55,000 a year",6/4/2021
Data Analyst / Data Scientist - Python,Abingdon,Redline Group,"£40,000 a year",May 2021
Securitisation Analyst,Oxford,Oodle Finance,,19/4/2021
Microsoft Dynamics Administrator,,Achilles Information,"£30,000 - £35,000 a year",
Advanced Analysts – Mathematical Modelling / Applied Statist...,Oxford,Aspire Data Recruitment,"£35,000 - £40,000 a year",1/5/2021
Business Analyst,Oxford,PharmaVentures,,4/5/2021
Finance Analyst/Associate,Oxford,Exscientia,,24/3/2021
Enterprise Risk Analyst,Oxford,Oodle Finance,,28/5/2021
Marketing Reporting Analyst,Oxford,Oxford University Press,"£35,000 a year",7/3/2021
Senior Pricing Analyst,Oxford,Opus Energy,"£35,000 - £45,000 a year",26/4/2021
Test Analyst UK,Abingdon,Paul mason consulting,,7/3/2021
Finance Analyst,Oxfordshire,Orka Financial,"£36,000 - £48,000 a year",2/5/2021
Lead Business Analyst,Abingdon,Achilles Information,"£50,000 - £70,000 a year",May 2021
Disability Analyst,Long Hanborough,Ascenti,"£32,000 a year",14/5/2021
SEM Analyst,Oxford,The Career Boutique,,29/4/2021
Senior Business Analyst,Oxford,NewOrbit,"£45,000 - £55,000 a year",13/4/2021
Senior Data Analyst - SQL,Oxfordshire,Metrica Recruitment,"£45,000 - £55,000 a year",14/5/2021
Product Manager Part time (12 month maternity cover),Oxford,The Myers-Briggs Company,,29/3/2021
Lucy Group - IS Business Analyst,Oxford,Lucy Group,,
Microsoft Dynamics Administrator,Abingdon,Achilles Group Limited,,May 2021
Finance Analyst,Witney,Sherwin-Williams,,5/3/2021
IT Security Analyst,Oxford,Oodle Finance,,15/4/2021
Senior Systematic Review Analyst,Oxford,G&J Lee Recruitment (Gareth Lee),"£50,000 a year",May 2021
Senior Business Analyst,Oxford,Allen Associates,"£60,000 - £66,000 a year",5/5/2021
Senior Business Analyst,Oxford,Heat Recruitment,"£45,000 - £55,000 a year",
Finance Analyst,Witney,Page Personnel - UK,"£28,000 - £30,000 a year",12/5/2021
Analyst Consultant – Air Quality Monitoring,Didcot,Climate17,"£26,000 a year",17/4/2021
Part Qualified Accountant,Oxfordshire,Icon plc,,April 2021
Microsoft Dynamics Administrator,Abingdon,Achilles Information,"£30,000 - £35,000 a year",23/3/2021
IT Analyst,Oxfordshire,Morgan McKinley,,April 2021
IT Operations Manager,Oxford,Michael Page UK,"£40,000 - £45,000 a year",May 2021
MRO Data Analyst,Kidlington,Cubiq Recruitment,,18/5/2021
Finance Analyst Intern,Witney,myfuturerole.com,"£20,000 - £25,000 a year",April 2021
Application Support Analyst,Abingdon,Haybrook IT Resourcing,"£35,000 a year",27/4/2021
PhD Analysts,Oxford,Aspire Data Recruitment,"£30,000 - £34,000 a year",5/3/2021
Contract Tableau Developer,Oxford,Jenrick Group,,5/4/2021
Senior Business Analyst,Stadhampton,SQ Computer Personnel Limited,"£45,000 - £55,000 a year",April 2021
Pharmaceutical Market Access Consultant,Oxfordshire,Carrot Pharma Recruitment,,May 2021
Senior Business Analyst,Stadhampton,Haybrook IT Resourcing,"£45,000 - £55,000 a year",14/3/2021
Solution Architect,Oxford,Atypon Systems,,May 2021
Senior Insight Analyst - SQL& Python,Oxfordshire,Metrica Recruitment,"£30,000 - £35,000 a year",28/4/2021
Product Owner,Oxford,Sensyne Health,,10/5/2021
Senior Management Accountant,Witney,Butler Rose Ltd,"£45,000 - £50,000 a year",30/5/2021
DataSwitch Integration Consultant,Didcot,K3 Business Technologies,,May 2021
Experienced/ senior medical writer – market access and healt...,Oxford,AMICULUM,,15/4/2021
Senior Business Analyst,,Allen Associates,"£60,000 - £66,000 a year",9/5/2021
Data & Operations Analyst,,TalentPool,"£36,000 a year",28/5/2021
Mandarin speaking Data Analyst (Entry Level),,FL Group UK Ltd,"£24,000 - £26,000 a year",
Data Analyst,,TalentPool,"£30,000 a year",May 2021
Intelligence Analyst,,Everbridge,"£25,000 - £35,000 a year",March 2021
Data Analyst,,inspiratia,,13/3/2021
Data Transformation Consultant,,Kubrick Group,"£32,000 - £40,000 a year",May 2021
Data Analyst,London,Morningstar,,3/3/2021
Business and Data Analyst,London,Boundaryless,"£37,000 a year",14/5/2021
Data Analyst (Graduate or 1-2 years’ experience),London,Profusion,"£25,000 - £35,000 a year",May 2021
Data Analyst – Asset Management,London,Meredith Brown Associates,,16/3/2021
